Image,GT_Result
Im350_g_ACRIMA.jpg,Glaucomatous
Im351_g_ACRIMA.jpg,Glaucomatous
Im352_g_ACRIMA.jpg,Glaucomatous
Im353_g_ACRIMA.jpg,Glaucomatous
Im354_g_ACRIMA.jpg,Glaucomatous
Im355_g_ACRIMA.jpg,Glaucomatous
Im356_g_ACRIMA.jpg,Glaucomatous
Im357_g_ACRIMA.jpg,Glaucomatous
Im358_g_ACRIMA.jpg,Glaucomatous
Im359_g_ACRIMA.jpg,Glaucomatous
Im360_g_ACRIMA.jpg,Glaucomatous
Im361_g_ACRIMA.jpg,Glaucomatous
Im362_g_ACRIMA.jpg,Glaucomatous
Im363_g_ACRIMA.jpg,Glaucomatous
Im364_g_ACRIMA.jpg,Glaucomatous
Im365_g_ACRIMA.jpg,Glaucomatous
Im366_g_ACRIMA.jpg,Glaucomatous
Im367_g_ACRIMA.jpg,Glaucomatous
Im368_g_ACRIMA.jpg,Glaucomatous
Im369_g_ACRIMA.jpg,Glaucomatous
Im370_g_ACRIMA.jpg,Glaucomatous
Im371_g_ACRIMA.jpg,Glaucomatous
Im372_g_ACRIMA.jpg,Glaucomatous
Im373_g_ACRIMA.jpg,Glaucomatous
Im374_g_ACRIMA.jpg,Glaucomatous
Im375_g_ACRIMA.jpg,Glaucomatous
Im376_g_ACRIMA.jpg,Glaucomatous
Im377_g_ACRIMA.jpg,Glaucomatous
Im378_g_ACRIMA.jpg,Glaucomatous
Im379_g_ACRIMA.jpg,Glaucomatous
Im380_g_ACRIMA.jpg,Glaucomatous
Im381_g_ACRIMA.jpg,Glaucomatous
Im382_g_ACRIMA.jpg,Glaucomatous
Im383_g_ACRIMA.jpg,Glaucomatous
Im384_g_ACRIMA.jpg,Glaucomatous
Im385_g_ACRIMA.jpg,Glaucomatous
Im386_g_ACRIMA.jpg,Glaucomatous
Im387_g_ACRIMA.jpg,Glaucomatous
Im388_g_ACRIMA.jpg,Glaucomatous
Im389_g_ACRIMA.jpg,Glaucomatous
Im390_g_ACRIMA.jpg,Glaucomatous
Im391_g_ACRIMA.jpg,Glaucomatous
Im392_g_ACRIMA.jpg,Glaucomatous
Im393_g_ACRIMA.jpg,Glaucomatous
Im394_g_ACRIMA.jpg,Glaucomatous
Im395_g_ACRIMA.jpg,Glaucomatous
Im396_g_ACRIMA.jpg,Glaucomatous
Im397_g_ACRIMA.jpg,Glaucomatous
Im398_g_ACRIMA.jpg,Glaucomatous
Im399_g_ACRIMA.jpg,Glaucomatous
Im400_g_ACRIMA.jpg,Glaucomatous
Im401_g_ACRIMA.jpg,Glaucomatous
Im402_g_ACRIMA.jpg,Glaucomatous
Im403_g_ACRIMA.jpg,Glaucomatous
Im404_g_ACRIMA.jpg,Glaucomatous
Im405_g_ACRIMA.jpg,Glaucomatous
Im406_g_ACRIMA.jpg,Glaucomatous
Im407_g_ACRIMA.jpg,Glaucomatous
Im408_g_ACRIMA.jpg,Glaucomatous
Im409_g_ACRIMA.jpg,Glaucomatous
Im410_g_ACRIMA.jpg,Glaucomatous
Im411_g_ACRIMA.jpg,Glaucomatous
Im412_g_ACRIMA.jpg,Glaucomatous
Im413_g_ACRIMA.jpg,Glaucomatous
Im414_g_ACRIMA.jpg,Glaucomatous
Im415_g_ACRIMA.jpg,Glaucomatous
Im416_g_ACRIMA.jpg,Glaucomatous
Im417_g_ACRIMA.jpg,Glaucomatous
Im418_g_ACRIMA.jpg,Glaucomatous
Im419_g_ACRIMA.jpg,Glaucomatous
Im420_g_ACRIMA.jpg,Glaucomatous
Im421_g_ACRIMA.jpg,Glaucomatous
Im422_g_ACRIMA.jpg,Glaucomatous
Im423_g_ACRIMA.jpg,Glaucomatous
Im424_g_ACRIMA.jpg,Glaucomatous
Im425_g_ACRIMA.jpg,Glaucomatous
Im426_g_ACRIMA.jpg,Glaucomatous
Im427_g_ACRIMA.jpg,Glaucomatous
Im428_g_ACRIMA.jpg,Glaucomatous
Im429_g_ACRIMA.jpg,Glaucomatous
Im430_g_ACRIMA.jpg,Glaucomatous
Im431_g_ACRIMA.jpg,Glaucomatous
Im432_g_ACRIMA.jpg,Glaucomatous
Im433_g_ACRIMA.jpg,Glaucomatous
Im434_g_ACRIMA.jpg,Glaucomatous
Im435_g_ACRIMA.jpg,Glaucomatous
Im436_g_ACRIMA.jpg,Glaucomatous
Im437_g_ACRIMA.jpg,Glaucomatous
Im438_g_ACRIMA.jpg,Glaucomatous
Im439_g_ACRIMA.jpg,Glaucomatous
Im440_g_ACRIMA.jpg,Glaucomatous
Im441_g_ACRIMA.jpg,Glaucomatous
Im442_g_ACRIMA.jpg,Glaucomatous
Im443_g_ACRIMA.jpg,Glaucomatous
Im444_g_ACRIMA.jpg,Glaucomatous
Im445_g_ACRIMA.jpg,Glaucomatous
Im446_g_ACRIMA.jpg,Glaucomatous
Im447_g_ACRIMA.jpg,Glaucomatous
Im448_g_ACRIMA.jpg,Glaucomatous
Im449_g_ACRIMA.jpg,Glaucomatous
Im450_g_ACRIMA.jpg,Glaucomatous
Im451_g_ACRIMA.jpg,Glaucomatous
Im452_g_ACRIMA.jpg,Glaucomatous
Im453_g_ACRIMA.jpg,Glaucomatous
Im454_g_ACRIMA.jpg,Glaucomatous
Im455_g_ACRIMA.jpg,Glaucomatous
Im456_g_ACRIMA.jpg,Glaucomatous
Im457_g_ACRIMA.jpg,Glaucomatous
Im458_g_ACRIMA.jpg,Glaucomatous
Im459_g_ACRIMA.jpg,Glaucomatous
Im460_g_ACRIMA.jpg,Glaucomatous
Im461_g_ACRIMA.jpg,Glaucomatous
Im462_g_ACRIMA.jpg,Glaucomatous
Im463_g_ACRIMA.jpg,Glaucomatous
Im464_g_ACRIMA.jpg,Glaucomatous
Im465_g_ACRIMA.jpg,Glaucomatous
Im466_g_ACRIMA.jpg,Glaucomatous
Im467_g_ACRIMA.jpg,Glaucomatous
Im468_g_ACRIMA.jpg,Glaucomatous
Im469_g_ACRIMA.jpg,Glaucomatous
Im470_g_ACRIMA.jpg,Glaucomatous
Im471_g_ACRIMA.jpg,Glaucomatous
Im472_g_ACRIMA.jpg,Glaucomatous
Im473_g_ACRIMA.jpg,Glaucomatous
Im474_g_ACRIMA.jpg,Glaucomatous
Im475_g_ACRIMA.jpg,Glaucomatous
Im476_g_ACRIMA.jpg,Glaucomatous
Im477_g_ACRIMA.jpg,Glaucomatous
Im478_g_ACRIMA.jpg,Glaucomatous
Im479_g_ACRIMA.jpg,Glaucomatous
Im480_g_ACRIMA.jpg,Glaucomatous
Im481_g_ACRIMA.jpg,Glaucomatous
Im482_g_ACRIMA.jpg,Glaucomatous
Im483_g_ACRIMA.jpg,Glaucomatous
Im484_g_ACRIMA.jpg,Glaucomatous
Im485_g_ACRIMA.jpg,Glaucomatous
Im486_g_ACRIMA.jpg,Glaucomatous
Im487_g_ACRIMA.jpg,Glaucomatous
Im488_g_ACRIMA.jpg,Glaucomatous
Im489_g_ACRIMA.jpg,Glaucomatous
Im490_g_ACRIMA.jpg,Glaucomatous
Im491_g_ACRIMA.jpg,Glaucomatous
Im492_g_ACRIMA.jpg,Glaucomatous
Im493_g_ACRIMA.jpg,Glaucomatous
Im494_g_ACRIMA.jpg,Glaucomatous
Im495_g_ACRIMA.jpg,Glaucomatous
Im496_g_ACRIMA.jpg,Glaucomatous
Im497_g_ACRIMA.jpg,Glaucomatous
Im498_g_ACRIMA.jpg,Glaucomatous
Im499_g_ACRIMA.jpg,Glaucomatous
Im500_g_ACRIMA.jpg,Glaucomatous
Im501_g_ACRIMA.jpg,Glaucomatous
Im502_g_ACRIMA.jpg,Glaucomatous
Im503_g_ACRIMA.jpg,Glaucomatous
Im504_g_ACRIMA.jpg,Glaucomatous
Im505_g_ACRIMA.jpg,Glaucomatous
Im506_g_ACRIMA.jpg,Glaucomatous
Im507_g_ACRIMA.jpg,Glaucomatous
Im508_g_ACRIMA.jpg,Glaucomatous
Im509_g_ACRIMA.jpg,Glaucomatous
Im510_g_ACRIMA.jpg,Glaucomatous
Im511_g_ACRIMA.jpg,Glaucomatous
Im512_g_ACRIMA.jpg,Glaucomatous
Im513_g_ACRIMA.jpg,Glaucomatous
Im514_g_ACRIMA.jpg,Glaucomatous
Im515_g_ACRIMA.jpg,Glaucomatous
Im516_g_ACRIMA.jpg,Glaucomatous
Im517_g_ACRIMA.jpg,Glaucomatous
Im518_g_ACRIMA.jpg,Glaucomatous
Im519_g_ACRIMA.jpg,Glaucomatous
Im520_g_ACRIMA.jpg,Glaucomatous
Im521_g_ACRIMA.jpg,Glaucomatous
Im522_g_ACRIMA.jpg,Glaucomatous
Im523_g_ACRIMA.jpg,Glaucomatous
Im524_g_ACRIMA.jpg,Glaucomatous
Im525_g_ACRIMA.jpg,Glaucomatous
Im526_g_ACRIMA.jpg,Glaucomatous
Im527_g_ACRIMA.jpg,Glaucomatous
Im528_g_ACRIMA.jpg,Glaucomatous
Im529_g_ACRIMA.jpg,Glaucomatous
Im530_g_ACRIMA.jpg,Glaucomatous
Im531_g_ACRIMA.jpg,Glaucomatous
Im532_g_ACRIMA.jpg,Glaucomatous
Im533_g_ACRIMA.jpg,Glaucomatous
Im534_g_ACRIMA.jpg,Glaucomatous
Im535_g_ACRIMA.jpg,Glaucomatous
Im536_g_ACRIMA.jpg,Glaucomatous
Im537_g_ACRIMA.jpg,Glaucomatous
Im538_g_ACRIMA.jpg,Glaucomatous
Im539_g_ACRIMA.jpg,Glaucomatous
Im540_g_ACRIMA.jpg,Glaucomatous
Im541_g_ACRIMA.jpg,Glaucomatous
Im542_g_ACRIMA.jpg,Glaucomatous
Im543_g_ACRIMA.jpg,Glaucomatous
Im544_g_ACRIMA.jpg,Glaucomatous
Im545_g_ACRIMA.jpg,Glaucomatous
Im546_g_ACRIMA.jpg,Glaucomatous
Im547_g_ACRIMA.jpg,Glaucomatous
Im548_g_ACRIMA.jpg,Glaucomatous
Im549_g_ACRIMA.jpg,Glaucomatous
Im550_g_ACRIMA.jpg,Glaucomatous
Im551_g_ACRIMA.jpg,Glaucomatous
Im552_g_ACRIMA.jpg,Glaucomatous
Im553_g_ACRIMA.jpg,Glaucomatous
Im554_g_ACRIMA.jpg,Glaucomatous
Im555_g_ACRIMA.jpg,Glaucomatous
Im556_g_ACRIMA.jpg,Glaucomatous
Im557_g_ACRIMA.jpg,Glaucomatous
Im558_g_ACRIMA.jpg,Glaucomatous
Im559_g_ACRIMA.jpg,Glaucomatous
Im560_g_ACRIMA.jpg,Glaucomatous
Im561_g_ACRIMA.jpg,Glaucomatous
Im562_g_ACRIMA.jpg,Glaucomatous
Im563_g_ACRIMA.jpg,Glaucomatous
Im564_g_ACRIMA.jpg,Glaucomatous
Im565_g_ACRIMA.jpg,Glaucomatous
Im566_g_ACRIMA.jpg,Glaucomatous
Im567_g_ACRIMA.jpg,Glaucomatous
Im568_g_ACRIMA.jpg,Glaucomatous
Im569_g_ACRIMA.jpg,Glaucomatous
Im570_g_ACRIMA.jpg,Glaucomatous
Im571_g_ACRIMA.jpg,Glaucomatous
Im572_g_ACRIMA.jpg,Glaucomatous
Im573_g_ACRIMA.jpg,Glaucomatous
Im574_g_ACRIMA.jpg,Glaucomatous
Im575_g_ACRIMA.jpg,Glaucomatous
Im576_g_ACRIMA.jpg,Glaucomatous
Im577_g_ACRIMA.jpg,Glaucomatous
Im578_g_ACRIMA.jpg,Glaucomatous
Im579_g_ACRIMA.jpg,Glaucomatous
Im580_g_ACRIMA.jpg,Glaucomatous
Im581_g_ACRIMA.jpg,Glaucomatous
Im582_g_ACRIMA.jpg,Glaucomatous
Im583_g_ACRIMA.jpg,Glaucomatous
Im584_g_ACRIMA.jpg,Glaucomatous
Im585_g_ACRIMA.jpg,Glaucomatous
Im586_g_ACRIMA.jpg,Glaucomatous
Im587_g_ACRIMA.jpg,Glaucomatous
Im588_g_ACRIMA.jpg,Glaucomatous
Im589_g_ACRIMA.jpg,Glaucomatous
Im590_g_ACRIMA.jpg,Glaucomatous
Im591_g_ACRIMA.jpg,Glaucomatous
Im592_g_ACRIMA.jpg,Glaucomatous
Im593_g_ACRIMA.jpg,Glaucomatous
Im594_g_ACRIMA.jpg,Glaucomatous
Im595_g_ACRIMA.jpg,Glaucomatous
Im596_g_ACRIMA.jpg,Glaucomatous
Im597_g_ACRIMA.jpg,Glaucomatous
Im598_g_ACRIMA.jpg,Glaucomatous
Im599_g_ACRIMA.jpg,Glaucomatous
Im600_g_ACRIMA.jpg,Glaucomatous
Im601_g_ACRIMA.jpg,Glaucomatous
Im602_g_ACRIMA.jpg,Glaucomatous
Im603_g_ACRIMA.jpg,Glaucomatous
Im604_g_ACRIMA.jpg,Glaucomatous
Im605_g_ACRIMA.jpg,Glaucomatous
Im606_g_ACRIMA.jpg,Glaucomatous
Im607_g_ACRIMA.jpg,Glaucomatous
Im608_g_ACRIMA.jpg,Glaucomatous
Im609_g_ACRIMA.jpg,Glaucomatous
Im610_g_ACRIMA.jpg,Glaucomatous
Im611_g_ACRIMA.jpg,Glaucomatous
Im612_g_ACRIMA.jpg,Glaucomatous
Im613_g_ACRIMA.jpg,Glaucomatous
Im614_g_ACRIMA.jpg,Glaucomatous
Im615_g_ACRIMA.jpg,Glaucomatous
Im616_g_ACRIMA.jpg,Glaucomatous
Im617_g_ACRIMA.jpg,Glaucomatous
Im618_g_ACRIMA.jpg,Glaucomatous
Im619_g_ACRIMA.jpg,Glaucomatous
Im620_g_ACRIMA.jpg,Glaucomatous
Im621_g_ACRIMA.jpg,Glaucomatous
Im622_g_ACRIMA.jpg,Glaucomatous
Im623_g_ACRIMA.jpg,Glaucomatous
Im624_g_ACRIMA.jpg,Glaucomatous
Im625_g_ACRIMA.jpg,Glaucomatous
Im626_g_ACRIMA.jpg,Glaucomatous
Im627_g_ACRIMA.jpg,Glaucomatous
Im628_g_ACRIMA.jpg,Glaucomatous
Im629_g_ACRIMA.jpg,Glaucomatous
Im630_g_ACRIMA.jpg,Glaucomatous
Im631_g_ACRIMA.jpg,Glaucomatous
Im632_g_ACRIMA.jpg,Glaucomatous
Im633_g_ACRIMA.jpg,Glaucomatous
Im634_g_ACRIMA.jpg,Glaucomatous
Im635_g_ACRIMA.jpg,Glaucomatous
Im636_g_ACRIMA.jpg,Glaucomatous
Im637_g_ACRIMA.jpg,Glaucomatous
Im638_g_ACRIMA.jpg,Glaucomatous
Im639_g_ACRIMA.jpg,Glaucomatous
Im640_g_ACRIMA.jpg,Glaucomatous
Im641_g_ACRIMA.jpg,Glaucomatous
Im642_g_ACRIMA.jpg,Glaucomatous
Im643_g_ACRIMA.jpg,Glaucomatous
Im644_g_ACRIMA.jpg,Glaucomatous
Im645_g_ACRIMA.jpg,Glaucomatous
Im646_g_ACRIMA.jpg,Glaucomatous
Im647_g_ACRIMA.jpg,Glaucomatous
Im648_g_ACRIMA.jpg,Glaucomatous
Im649_g_ACRIMA.jpg,Glaucomatous
Im650_g_ACRIMA.jpg,Glaucomatous
Im651_g_ACRIMA.jpg,Glaucomatous
Im652_g_ACRIMA.jpg,Glaucomatous
Im653_g_ACRIMA.jpg,Glaucomatous
Im654_g_ACRIMA.jpg,Glaucomatous
Im655_g_ACRIMA.jpg,Glaucomatous
Im656_g_ACRIMA.jpg,Glaucomatous
Im657_g_ACRIMA.jpg,Glaucomatous
Im658_g_ACRIMA.jpg,Glaucomatous
Im659_g_ACRIMA.jpg,Glaucomatous
Im660_g_ACRIMA.jpg,Glaucomatous
Im661_g_ACRIMA.jpg,Glaucomatous
Im662_g_ACRIMA.jpg,Glaucomatous
Im663_g_ACRIMA.jpg,Glaucomatous
Im664_g_ACRIMA.jpg,Glaucomatous
Im665_g_ACRIMA.jpg,Glaucomatous
Im666_g_ACRIMA.jpg,Glaucomatous
Im667_g_ACRIMA.jpg,Glaucomatous
Im668_g_ACRIMA.jpg,Glaucomatous
Im669_g_ACRIMA.jpg,Glaucomatous
Im670_g_ACRIMA.jpg,Glaucomatous
Im671_g_ACRIMA.jpg,Glaucomatous
Im672_g_ACRIMA.jpg,Glaucomatous
Im673_g_ACRIMA.jpg,Glaucomatous
Im674_g_ACRIMA.jpg,Glaucomatous
Im675_g_ACRIMA.jpg,Glaucomatous
Im676_g_ACRIMA.jpg,Glaucomatous
Im677_g_ACRIMA.jpg,Glaucomatous
Im678_g_ACRIMA.jpg,Glaucomatous
Im679_g_ACRIMA.jpg,Glaucomatous
Im680_g_ACRIMA.jpg,Glaucomatous
Im681_g_ACRIMA.jpg,Glaucomatous
Im682_g_ACRIMA.jpg,Glaucomatous
Im683_g_ACRIMA.jpg,Glaucomatous
Im684_g_ACRIMA.jpg,Glaucomatous
Im685_g_ACRIMA.jpg,Glaucomatous
Im686_g_ACRIMA.jpg,Glaucomatous
Im687_g_ACRIMA.jpg,Glaucomatous
Im688_g_ACRIMA.jpg,Glaucomatous
Im689_g_ACRIMA.jpg,Glaucomatous
Im690_g_ACRIMA.jpg,Glaucomatous
Im691_g_ACRIMA.jpg,Glaucomatous
Im692_g_ACRIMA.jpg,Glaucomatous
Im693_g_ACRIMA.jpg,Glaucomatous
Im694_g_ACRIMA.jpg,Glaucomatous
Im695_g_ACRIMA.jpg,Glaucomatous
Im696_g_ACRIMA.jpg,Glaucomatous
Im697_g_ACRIMA.jpg,Glaucomatous
Im698_g_ACRIMA.jpg,Glaucomatous
Im699_g_ACRIMA.jpg,Glaucomatous
Im700_g_ACRIMA.jpg,Glaucomatous
Im701_g_ACRIMA.jpg,Glaucomatous
Im702_g_ACRIMA.JPG,Glaucomatous
Im703_g_ACRIMA.JPG,Glaucomatous
Im704_g_ACRIMA.jpg,Glaucomatous
Im705_g_ACRIMA.jpg,Glaucomatous
Im001_ACRIMA.jpg,Normal
Im002_ACRIMA.jpg,Normal
Im003_ACRIMA.jpg,Normal
Im004_ACRIMA.jpg,Normal
Im005_ACRIMA.jpg,Normal
Im006_ACRIMA.jpg,Normal
Im007_ACRIMA.jpg,Normal
Im008_ACRIMA.jpg,Normal
Im009_ACRIMA.jpg,Normal
Im010_ACRIMA.jpg,Normal
Im011_ACRIMA.jpg,Normal
Im012_ACRIMA.jpg,Normal
Im013_ACRIMA.jpg,Normal
Im014_ACRIMA.jpg,Normal
Im015_ACRIMA.jpg,Normal
Im016_ACRIMA.jpg,Normal
Im017_ACRIMA.jpg,Normal
Im018_ACRIMA.jpg,Normal
Im019_ACRIMA.jpg,Normal
Im020_ACRIMA.jpg,Normal
Im021_ACRIMA.jpg,Normal
Im022_ACRIMA.jpg,Normal
Im023_ACRIMA.jpg,Normal
Im024_ACRIMA.jpg,Normal
Im025_ACRIMA.jpg,Normal
Im026_ACRIMA.jpg,Normal
Im027_ACRIMA.jpg,Normal
Im028_ACRIMA.jpg,Normal
Im029_ACRIMA.jpg,Normal
Im030_ACRIMA.jpg,Normal
Im031_ACRIMA.jpg,Normal
Im032_ACRIMA.jpg,Normal
Im033_ACRIMA.jpg,Normal
Im034_ACRIMA.jpg,Normal
Im035_ACRIMA.jpg,Normal
Im036_ACRIMA.jpg,Normal
Im037_ACRIMA.jpg,Normal
Im038_ACRIMA.jpg,Normal
Im039_ACRIMA.jpg,Normal
Im040_ACRIMA.jpg,Normal
Im041_ACRIMA.jpg,Normal
Im042_ACRIMA.jpg,Normal
Im043_ACRIMA.jpg,Normal
Im044_ACRIMA.jpg,Normal
Im045_ACRIMA.jpg,Normal
Im046_ACRIMA.jpg,Normal
Im047_ACRIMA.jpg,Normal
Im048_ACRIMA.jpg,Normal
Im049_ACRIMA.jpg,Normal
Im050_ACRIMA.jpg,Normal
Im051_ACRIMA.jpg,Normal
Im052_ACRIMA.jpg,Normal
Im053_ACRIMA.jpg,Normal
Im054_ACRIMA.jpg,Normal
Im055_ACRIMA.jpg,Normal
Im056_ACRIMA.jpg,Normal
Im057_ACRIMA.jpg,Normal
Im058_ACRIMA.jpg,Normal
Im059_ACRIMA.jpg,Normal
Im060_ACRIMA.jpg,Normal
Im061_ACRIMA.jpg,Normal
Im062_ACRIMA.jpg,Normal
Im063_ACRIMA.jpg,Normal
Im064_ACRIMA.jpg,Normal
Im065_ACRIMA.jpg,Normal
Im066_ACRIMA.jpg,Normal
Im067_ACRIMA.jpg,Normal
Im068_ACRIMA.jpg,Normal
Im069_ACRIMA.jpg,Normal
Im070_ACRIMA.jpg,Normal
Im071_ACRIMA.jpg,Normal
Im072_ACRIMA.jpg,Normal
Im073_ACRIMA.jpg,Normal
Im074_ACRIMA.jpg,Normal
Im075_ACRIMA.jpg,Normal
Im076_ACRIMA.jpg,Normal
Im077_ACRIMA.jpg,Normal
Im078_ACRIMA.jpg,Normal
Im079_ACRIMA.jpg,Normal
Im080_ACRIMA.jpg,Normal
Im081_ACRIMA.jpg,Normal
Im082_ACRIMA.jpg,Normal
Im083_ACRIMA.jpg,Normal
Im084_ACRIMA.jpg,Normal
Im085_ACRIMA.jpg,Normal
Im086_ACRIMA.jpg,Normal
Im087_ACRIMA.jpg,Normal
Im088_ACRIMA.jpg,Normal
Im089_ACRIMA.jpg,Normal
Im090_ACRIMA.jpg,Normal
Im091_ACRIMA.jpg,Normal
Im092_ACRIMA.jpg,Normal
Im093_ACRIMA.jpg,Normal
Im094_ACRIMA.jpg,Normal
Im095_ACRIMA.jpg,Normal
Im096_ACRIMA.jpg,Normal
Im097_ACRIMA.jpg,Normal
Im098_ACRIMA.jpg,Normal
Im099_ACRIMA.jpg,Normal
Im100_ACRIMA.jpg,Normal
Im101_ACRIMA.jpg,Normal
Im102_ACRIMA.jpg,Normal
Im103_ACRIMA.jpg,Normal
Im104_ACRIMA.jpg,Normal
Im105_ACRIMA.jpg,Normal
Im106_ACRIMA.jpg,Normal
Im107_ACRIMA.jpg,Normal
Im108_ACRIMA.jpg,Normal
Im109_ACRIMA.jpg,Normal
Im110_ACRIMA.jpg,Normal
Im111_ACRIMA.jpg,Normal
Im112_ACRIMA.jpg,Normal
Im113_ACRIMA.jpg,Normal
Im114_ACRIMA.jpg,Normal
Im115_ACRIMA.jpg,Normal
Im116_ACRIMA.jpg,Normal
Im117_ACRIMA.jpg,Normal
Im118_ACRIMA.jpg,Normal
Im119_ACRIMA.jpg,Normal
Im120_ACRIMA.jpg,Normal
Im121_ACRIMA.jpg,Normal
Im122_ACRIMA.jpg,Normal
Im123_ACRIMA.jpg,Normal
Im124_ACRIMA.jpg,Normal
Im125_ACRIMA.jpg,Normal
Im126_ACRIMA.jpg,Normal
Im127_ACRIMA.jpg,Normal
Im128_ACRIMA.jpg,Normal
Im129_ACRIMA.jpg,Normal
Im130_ACRIMA.jpg,Normal
Im131_ACRIMA.jpg,Normal
Im132_ACRIMA.jpg,Normal
Im133_ACRIMA.jpg,Normal
Im134_ACRIMA.jpg,Normal
Im135_ACRIMA.jpg,Normal
Im136_ACRIMA.jpg,Normal
Im137_ACRIMA.jpg,Normal
Im138_ACRIMA.jpg,Normal
Im139_ACRIMA.jpg,Normal
Im140_ACRIMA.jpg,Normal
Im141_ACRIMA.jpg,Normal
Im142_ACRIMA.jpg,Normal
Im143_ACRIMA.jpg,Normal
Im144_ACRIMA.jpg,Normal
Im145_ACRIMA.jpg,Normal
Im146_ACRIMA.jpg,Normal
Im147_ACRIMA.jpg,Normal
Im148_ACRIMA.jpg,Normal
Im149_ACRIMA.jpg,Normal
Im150_ACRIMA.jpg,Normal
Im151_ACRIMA.jpg,Normal
Im152_ACRIMA.jpg,Normal
Im153_ACRIMA.jpg,Normal
Im154_ACRIMA.jpg,Normal
Im155_ACRIMA.jpg,Normal
Im156_ACRIMA.jpg,Normal
Im157_ACRIMA.jpg,Normal
Im158_ACRIMA.jpg,Normal
Im159_ACRIMA.jpg,Normal
Im160_ACRIMA.jpg,Normal
Im161_ACRIMA.jpg,Normal
Im162_ACRIMA.jpg,Normal
Im163_ACRIMA.jpg,Normal
Im164_ACRIMA.jpg,Normal
Im165_ACRIMA.jpg,Normal
Im166_ACRIMA.jpg,Normal
Im167_ACRIMA.jpg,Normal
Im168_ACRIMA.jpg,Normal
Im169_ACRIMA.jpg,Normal
Im170_ACRIMA.jpg,Normal
Im171_ACRIMA.jpg,Normal
Im172_ACRIMA.jpg,Normal
Im173_ACRIMA.jpg,Normal
Im174_ACRIMA.jpg,Normal
Im175_ACRIMA.jpg,Normal
Im176_ACRIMA.jpg,Normal
Im177_ACRIMA.jpg,Normal
Im178_ACRIMA.jpg,Normal
Im179_ACRIMA.jpg,Normal
Im180_ACRIMA.jpg,Normal
Im181_ACRIMA.jpg,Normal
Im182_ACRIMA.jpg,Normal
Im183_ACRIMA.jpg,Normal
Im184_ACRIMA.jpg,Normal
Im185_ACRIMA.jpg,Normal
Im186_ACRIMA.jpg,Normal
Im187_ACRIMA.jpg,Normal
Im188_ACRIMA.jpg,Normal
Im189_ACRIMA.jpg,Normal
Im190_ACRIMA.jpg,Normal
Im191_ACRIMA.jpg,Normal
Im192_ACRIMA.jpg,Normal
Im193_ACRIMA.jpg,Normal
Im194_ACRIMA.jpg,Normal
Im195_ACRIMA.jpg,Normal
Im196_ACRIMA.jpg,Normal
Im197_ACRIMA.jpg,Normal
Im198_ACRIMA.jpg,Normal
Im199_ACRIMA.jpg,Normal
Im200_ACRIMA.jpg,Normal
Im201_ACRIMA.jpg,Normal
Im202_ACRIMA.jpg,Normal
Im203_ACRIMA.jpg,Normal
Im204_ACRIMA.jpg,Normal
Im205_ACRIMA.jpg,Normal
Im206_ACRIMA.jpg,Normal
Im207_ACRIMA.jpg,Normal
Im208_ACRIMA.jpg,Normal
Im209_ACRIMA.jpg,Normal
Im210_ACRIMA.jpg,Normal
Im211_ACRIMA.jpg,Normal
Im212_ACRIMA.jpg,Normal
Im213_ACRIMA.jpg,Normal
Im214_ACRIMA.jpg,Normal
